City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,alice springs,-23.7,133.8833,65.75,88,100,8.05,AU,1731267704
286,quellon,-43.1167,-73.6167,51.04,67,22,12.82,CL,1731267705
287,timimoun,29.2639,0.231,74.59,31,3,14.38,DZ,1731267706
288,zhigalovo,54.8097,105.1578,16.23,84,17,2.57,RU,1731267707
289,puerto armuelles,8.2833,-82.8667,75.09,92,100,4.0,PA,1731267709
290,binzhou,37.3667,118.0167,57.61,80,100,3.29,CN,1731267710
291,inhambane,-23.865,35.3833,76.3,84,99,12.82,MZ,1731267711
292,lompoc,34.6391,-120.4579,73.13,50,0,6.91,US,1731267712
293,itoman,26.1247,127.6694,76.08,89,83,7.2,JP,1731267713
294,el calafate,-50.3408,-72.2768,51.75,54,57,13.44,AR,1731267667
295,champerico,14.3,-91.9167,83.32,72,2,5.97,GT,1731267715
296,lermontov,44.1067,42.9733,35.02,100,100,4.47,RU,1731267716
297,midelt,32.6852,-4.7451,58.15,50,58,5.28,MA,1731267696
298,dwarka,22.2394,68.9678,81.36,68,0,13.71,IN,1731267718
299,pimentel,-6.8367,-79.9342,73.69,60,75,10.36,PE,1731267719
300,kapa'a,22.0752,-159.319,77.32,89,75,14.97,US,1731267720
301,ebon,4.582,168.6964,82.63,79,100,14.72,MH,1731267721
302,lalsot,26.5667,76.3333,72.66,31,0,5.82,IN,1731267722
303,ouro preto do oeste,-10.7481,-62.2158,85.73,64,100,4.56,BR,1731267723
304,linden,6.0,-58.3,86.13,59,100,6.31,GY,1731267638
305,ancud,-41.8697,-73.8203,50.58,79,71,16.35,CL,1731267725
306,puerto santa,-8.9906,-78.6456,68.81,75,63,10.8,PE,1731267726
307,machico,32.7,-16.7667,70.43,88,40,11.5,PT,1731267727
308,vikulovo,56.8167,70.6107,18.86,87,100,12.86,RU,1731267728
309,san antonio de pale,-1.4014,5.6325,79.0,83,86,7.2,GQ,1731267626
310,tarawa,1.419,172.984,82.49,89,75,9.22,KI,1731267730
311,sawakin,19.1059,37.3321,85.5,73,69,6.69,SD,1731267732
312,shahada,21.55,74.4667,75.67,40,0,2.24,IN,1731267733
313,new norfolk,-42.7826,147.0587,45.72,86,11,2.57,AU,1731267734
314,jeddah,21.5169,39.2192,85.86,58,0,5.75,SA,1731267735
315,esfarayen,37.0765,57.5101,48.42,53,0,1.99,IR,1731267736
316,plettenberg bay,-34.0527,23.3716,59.11,86,32,5.55,ZA,1731267737
317,juhaynah,26.6732,31.4976,67.91,40,0,6.4,EG,1731267738
318,tual,-5.6667,132.75,82.76,79,94,12.66,ID,1731267739
319,kurchum,48.5722,83.6542,32.97,100,100,15.17,KZ,1731267740
320,mount isa,-20.7333,139.5,89.37,22,72,14.97,AU,1731267668
321,pangkalanbuun,-2.6833,111.6167,73.4,100,100,2.1,ID,1731267743
322,el obeid,13.1842,30.2167,79.68,23,31,12.97,SD,1731267744
323,lazaro cardenas,17.9583,-102.2,85.14,68,68,9.04,MX,1731267659
324,obihiro,42.9172,143.2044,44.06,87,87,0.83,JP,1731267746
325,sabang,5.8933,95.3214,82.33,76,100,5.32,ID,1731267747
326,faya-largeau,17.9257,19.1043,73.13,27,59,14.56,TD,1731267748
327,umm kaddadah,13.6017,26.6876,80.02,18,75,14.03,SD,1731267749
328,devils lake,48.1128,-98.8651,51.78,72,0,17.27,US,1731267750
329,pontianak,-0.0333,109.3333,75.18,100,40,2.3,ID,1731267751
330,nieves,15.3274,120.9485,75.38,96,100,1.45,PH,1731267752
331,newman,37.3138,-121.0208,65.03,41,42,1.99,US,1731267688
332,zaozersk,69.4005,32.4476,35.24,84,96,7.45,RU,1731267754
333,novoazovs'k,47.1139,38.086,44.85,66,0,10.74,UA,1731267755
334,avarua,-21.2078,-159.775,75.25,64,40,11.5,CK,1731267551
335,carnarvon,-24.8667,113.6333,68.05,70,45,25.39,AU,1731267757
336,bairnsdale,-37.8333,147.6167,50.05,96,10,4.07,AU,1731267758
337,camacupa,-12.0167,17.4833,63.68,95,100,2.66,AO,1731267759
338,tsiombe,-25.3,45.4833,73.53,82,51,5.32,MG,1731267760
339,margate,51.3813,1.3862,50.88,85,96,9.13,GB,1731267761
340,minas de marcona,-15.2119,-75.1103,67.14,59,10,12.28,PE,1731267762
341,masterton,-40.9597,175.6575,56.71,61,100,5.75,NZ,1731267763
342,birjand,32.8663,59.2211,46.87,39,0,6.91,IR,1731267764
343,vorgashor,67.5833,63.95,2.71,98,78,8.57,RU,1731267765
344,freetown,8.484,-13.2299,83.91,74,40,5.75,SL,1731267766
345,namdrik,5.5994,168.1028,82.65,78,100,13.0,MH,1731267768
346,luderitz,-26.6481,15.1594,61.48,72,0,19.6,NA,1731267541
347,bu'aale,1.0833,42.5833,76.24,91,82,4.36,SO,1731267770
348,ilo,-17.6394,-71.3375,65.68,82,43,7.27,PE,1731267771
349,dalandzadgad,43.5708,104.425,36.25,25,1,16.53,MN,1731267772
350,antofagasta,-23.65,-70.4,67.28,74,5,8.88,CL,1731267623
351,laiyang,36.9758,120.7136,53.78,89,99,1.57,CN,1731267774
352,horta,38.5333,-28.6333,68.02,90,40,18.41,PT,1731267775
353,vadso,70.0744,29.7487,39.36,87,100,8.05,NO,1731267776
354,tromso,69.6496,18.957,41.02,75,75,9.22,NO,1731267646
355,madimba,-10.4,40.3333,79.92,83,20,4.61,TZ,1731267778
356,miri,4.4148,114.0089,77.14,100,40,0.0,MY,1731267739
357,zlatoust,55.1711,59.6508,12.43,90,100,10.0,RU,1731267780
358,bhamo,24.2667,97.2333,70.03,84,96,0.76,MM,1731267781
359,xichang,27.8964,102.2634,50.83,91,0,1.25,CN,1731267782
360,itamarandiba,-17.8572,-42.8589,68.7,96,89,4.12,BR,1731267783
361,bouar,5.934,15.596,67.66,57,12,3.83,CF,1731267784
362,suva,-18.1416,178.4415,76.48,100,75,4.61,FJ,1731267508
363,kenora,49.8167,-94.4337,45.57,93,100,9.22,CA,1731267698
364,luwuk,-0.9516,122.7875,73.33,86,26,2.77,ID,1731267787
365,mermoz boabab,14.7065,-17.4758,82.18,65,0,6.91,SN,1731267788
366,hilo,19.7297,-155.09,77.11,82,100,4.61,US,1731267789
367,mahalapye,-23.1041,26.8142,72.55,73,100,8.81,BW,1731267790
368,nyala,12.05,24.8833,78.58,20,99,11.34,SD,1731267791
369,flying fish cove,-10.4217,105.6791,78.48,94,100,8.05,CX,1731267792
370,eyl,7.9803,49.8164,80.29,76,100,18.52,SO,1731267793
371,oban,56.4127,-5.4706,47.32,79,9,6.6,GB,1731267794
372,gualaceo,-2.9,-78.7833,76.66,80,100,4.54,EC,1731267797
373,chodavaram,17.8333,82.95,70.86,71,100,3.6,IN,1731267798
374,hotan,37.0997,79.9269,49.01,39,59,3.11,CN,1731267799
375,severo-yeniseyskiy,60.3725,93.0408,17.42,87,100,6.64,RU,1731267800
376,liman,48.9884,37.8023,41.68,84,53,3.76,UA,1731267801
377,huarmey,-10.0681,-78.1522,71.24,71,19,11.03,PE,1731267802
378,nampula,-15.1165,39.2666,78.75,73,0,11.5,MZ,1731267803
379,big bend,-26.8167,31.9333,71.69,94,100,8.05,SZ,1731267804
380,lalmonirhat,25.9124,89.4473,69.75,78,0,5.41,BD,1731267805
381,rumoi,43.9344,141.6428,51.55,80,100,18.75,JP,1731267806
382,gobabis,-22.45,18.9667,77.94,35,96,5.06,NA,1731267807
383,inongo,-1.95,18.2667,70.77,83,83,3.67,CD,1731267808
384,rio verde de mato grosso,-18.9181,-54.8442,92.8,34,0,3.78,BR,1731267809
385,santo antonio,-6.3106,-35.4789,80.11,59,100,13.38,BR,1731267810
386,tolanaro,-25.0319,46.9987,77.07,78,0,19.57,MG,1731267811
387,i-n-salah,27.1935,2.4607,76.21,26,100,2.44,DZ,1731267812
388,northam,51.0333,-4.2167,56.61,94,72,2.73,GB,1731267813
389,talavera de la reina,39.9635,-4.8308,56.01,73,14,1.92,ES,1731267814
390,rubtsovsk,51.5,81.25,33.12,97,100,20.45,RU,1731267815
391,thinadhoo,0.5333,72.9333,82.4,72,94,12.95,MV,1731267816
392,hukumati azrah,34.1736,69.6457,38.98,54,0,3.53,AF,1731267817
393,dryden,49.7833,-92.7503,43.09,100,100,6.91,CA,1731267659
394,la cruz,23.9167,-106.9,82.22,52,0,9.37,MX,1731267819
395,san luis,-33.295,-66.3356,67.35,76,99,19.91,AR,1731267623
396,garachico,28.7781,-17.7646,69.91,73,0,6.91,ES,1731267821
397,tahe,52.3333,124.7333,0.9,97,30,3.15,CN,1731267822
398,praia da vitoria,38.7333,-27.0667,68.25,88,40,13.06,PT,1731267823
399,arteche,12.2645,125.4048,77.88,91,68,6.76,PH,1731267824
400,amos,48.5669,-78.1162,42.76,75,100,5.3,CA,1731267825
401,sinabang,2.4803,96.3801,79.39,86,100,1.45,ID,1731267826
402,vallegrande,-18.4897,-64.1069,77.54,40,1,13.44,BO,1731267827
403,nuuk,64.1835,-51.7216,27.21,86,100,8.05,GL,1731267828
404,mwene-ditu,-7.0,23.45,64.42,98,100,2.75,CD,1731267830
405,al wajh,26.2455,36.4525,78.75,41,0,8.05,SA,1731267831
406,kawanoecho,34.0167,133.5667,61.36,90,100,3.33,JP,1731267832
407,miguel auza,24.2933,-103.4503,80.15,16,0,3.98,MX,1731267833
408,manda,-10.4667,34.5833,79.79,67,5,5.57,TZ,1731267834
409,magadan,59.5667,150.8,13.17,64,100,16.28,RU,1731267835
410,sao joao da barra,-21.6403,-41.0511,77.09,70,65,13.38,BR,1731267836
411,kittila,67.6647,24.8936,24.62,93,0,3.44,FI,1731267837
412,el bauga,18.262,33.9081,83.39,32,82,20.18,SD,1731267838
413,serhiyivka,46.0272,30.3768,49.41,67,95,12.26,UA,1731267839
414,guarapari,-20.6667,-40.4975,72.66,74,96,10.2,BR,1731267840
415,pacasmayo,-7.4006,-79.5714,69.93,71,52,13.87,PE,1731267842
416,road town,18.4167,-64.6167,82.44,83,40,9.22,VG,1731267844
417,miquelon,47.0975,-56.3814,41.31,60,6,29.55,PM,1731267845
418,rio grande,-32.035,-52.0986,71.02,67,0,13.94,BR,1731267738
419,pariyapuram,10.9561,76.1916,70.45,96,13,1.32,IN,1731267847
420,nogliki,51.8333,143.1667,31.46,72,96,24.72,RU,1731267849
421,san patricio,28.017,-97.5169,89.55,56,20,7.45,US,1731267850
422,al jawf,29.5,38.75,71.8,36,0,8.16,SA,1731267851
423,sandnessjoen,66.0217,12.6316,41.11,93,75,4.61,NO,1731267852
424,rio ceballos,-31.1649,-64.3224,90.48,28,43,8.48,AR,1731267853
425,kolonia town,6.964,158.206,77.0,94,100,3.44,FM,1731267854
426,natal,-5.795,-35.2094,83.05,65,20,18.41,BR,1731267855
427,ulsteinvik,62.3432,5.8487,42.93,72,99,6.69,NO,1731267856
428,bandarbeyla,9.4942,50.8122,79.48,77,62,18.41,SO,1731267858
429,praya,14.9215,-23.5087,81.14,61,40,12.66,CV,1731267859
430,fort bragg,35.139,-79.006,68.81,66,100,4.61,US,1731267860
431,gufeng,26.9083,118.9819,62.31,99,100,2.1,CN,1731267861
432,burabay,53.0838,70.3138,23.72,95,100,7.74,KZ,1731267862
433,argo,37.6333,22.7333,50.14,74,0,5.99,GR,1731267797
434,bukoba,-1.3317,31.8122,71.58,78,75,0.0,TZ,1731267864
435,west richland,46.3043,-119.3614,47.39,84,100,0.0,US,1731267865
436,coahuayana de hidalgo,18.7,-103.6583,88.56,59,21,7.07,MX,1731267866
437,nova vicosa,-17.8919,-39.3719,76.32,80,92,14.41,BR,1731267867
438,sao gabriel da cachoeira,-0.1303,-67.0892,84.0,70,40,3.44,BR,1731267868
439,uthal,25.8072,66.6219,78.53,75,0,3.94,PK,1731267869
440,ishigaki,24.3448,124.1572,75.33,88,20,8.05,JP,1731267870
441,kavaratti,10.5669,72.642,82.58,70,100,5.44,IN,1731267871
442,antsohihy,-14.8796,47.9875,79.93,80,0,1.97,MG,1731267872
443,saudarkrokur,65.7461,-19.6394,40.28,94,100,13.6,IS,1731267873
444,pandan,14.0453,124.1694,79.29,86,100,7.23,PH,1731267874
445,buka,40.8108,69.1986,47.03,58,2,4.92,UZ,1731267875
446,kotel'nich,58.3089,48.348,28.45,84,100,7.45,RU,1731267876
447,tinajo,29.0788,-13.7081,76.08,44,0,19.57,ES,1731267877
448,kabalo,-6.05,26.9167,69.48,96,99,4.85,CD,1731267878
449,sandakan,5.8402,118.1179,77.04,91,100,4.03,MY,1731267672
450,dalnegorsk,44.5604,135.5701,26.06,79,3,6.29,RU,1731267881
451,rabaul,-4.1967,152.1721,79.88,79,100,0.87,PG,1731267882
452,igarka,67.4667,86.5833,10.83,93,100,10.2,RU,1731267883
453,pacocha,-17.5833,-71.3333,66.96,77,30,7.27,PE,1731267884
454,mankivka,48.9637,30.3339,37.24,78,7,5.61,UA,1731267886
455,castillos,-34.1667,-53.8333,72.25,57,4,8.32,UY,1731267887
456,shanwei,22.782,115.3475,73.2,67,52,6.58,CN,1731267888
457,bechar,31.6167,-2.2167,66.52,37,0,4.61,DZ,1731267890
458,chalus,36.655,51.4204,56.66,88,75,2.3,IR,1731267891
459,fale old settlement,-9.3852,-171.2468,81.99,77,98,12.3,TK,1731267597
460,bardai,11.65,7.2333,71.13,29,64,7.11,NG,1731267893
461,suez,29.9737,32.5263,65.7,42,0,5.64,EG,1731267894
462,brookings,44.3114,-96.7984,52.18,81,75,16.11,US,1731267811
463,hammerfest,70.6634,23.6821,46.85,76,75,12.66,NO,1731267897
464,amga,60.8953,131.9608,3.34,98,99,2.3,RU,1731267898
465,gizo,-8.103,156.8419,81.75,76,18,5.3,SB,1731267899
466,aitape,-3.1374,142.3475,76.06,93,89,5.01,PG,1731267900
467,turpan,42.9333,89.1667,46.98,50,1,1.3,CN,1731267901
468,moab,38.5733,-109.5498,58.5,53,1,2.48,US,1731267902
469,chhagalnaiya,23.03,91.5069,69.57,88,0,2.86,BD,1731267903
470,mbarara,-0.608,30.65,61.79,92,89,3.18,UG,1731267904
471,mutare,-18.9707,32.6709,68.94,44,1,5.1,ZW,1731267905
472,demyansk,57.643,32.466,31.78,93,26,2.26,RU,1731267906
473,mitsamiouli,-11.3847,43.2844,79.47,77,11,4.63,KM,1731267907
474,kemijarvi,66.7131,27.4306,26.91,99,60,4.7,FI,1731267908
475,baley,51.6,116.6333,18.5,94,100,3.22,RU,1731267910
476,ibarreta,-25.2144,-59.8585,101.37,17,0,9.89,AR,1731267911
477,bride,54.3826,-4.3892,51.3,80,68,14.61,IM,1731267914
478,whistler,50.1164,-122.9695,38.43,100,100,0.0,CA,1731267915
479,port douglas,-16.4833,145.4667,77.18,83,88,12.03,AU,1731267916
480,bandon,51.7469,-8.7425,53.19,77,75,11.56,IE,1731267917
481,havre,49.5833,0.3333,51.57,93,100,0.0,FR,1731267918
482,cururupu,-1.8283,-44.8683,83.12,64,0,5.53,BR,1731267919
483,amaigbo,5.7892,7.8383,76.44,82,89,3.49,NG,1731267920
484,ghanzi,-21.5667,21.7833,72.14,68,100,2.93,BW,1731267921
485,bahir dar,11.5936,37.3908,61.75,81,25,2.01,ET,1731267922
486,boguchany,58.3814,97.4531,25.36,92,100,9.35,RU,1731267923
487,kaa-khem,51.6833,94.7333,27.86,43,100,4.05,RU,1731267924
488,kapren,25.4167,76.0667,74.88,34,0,2.42,IN,1731267925
489,abashiri,44.0213,144.2697,49.98,78,100,16.69,JP,1731267926
490,porangatu,-13.4408,-49.1486,84.2,69,33,3.06,BR,1731267839
491,alliance,40.9153,-81.1059,54.64,96,100,14.56,US,1731267722
492,broadstairs,51.3591,1.4394,50.77,85,91,8.97,GB,1731267929
493,borzya,50.3833,116.5167,24.46,77,100,9.89,RU,1731267930
494,uliastay,47.7417,96.8444,12.79,70,59,7.38,MN,1731267931
495,arno,60.1167,18.6333,42.73,85,100,6.24,SE,1731267932
496,camabatela,-8.1881,15.375,63.97,99,100,1.54,AO,1731267933
497,orsk,51.2049,58.5668,34.7,93,0,15.66,RU,1731267934
498,malango,-2.9627,119.9001,65.16,98,33,2.57,ID,1731267937
499,baissa,7.2333,10.6333,74.3,61,1,1.83,NG,1731267938
500,bereket,39.2446,55.5154,54.09,49,0,5.48,TM,1731267939
501,rongelap,11.1635,166.8941,82.08,80,74,21.03,MH,1731267940
502,leava,-14.3,-178.1667,80.94,83,99,17.58,WF,1731267942
503,tidjikja,18.5564,-11.4271,77.65,13,63,10.11,MR,1731267943
504,fang,19.9169,99.2145,67.44,95,23,1.45,TH,1731267944
505,vanimo,-2.6741,141.3028,77.27,92,58,4.07,PG,1731267946
506,vilyuchinsk,52.9306,158.4028,23.27,78,100,1.81,RU,1731267947
507,vrangel',42.7297,133.0839,41.23,68,0,10.25,RU,1731267948
508,novaya igirma,57.1334,103.9112,12.85,95,35,3.36,RU,1731267949
509,mulayjah,27.271,48.4242,73.8,39,63,3.44,SA,1731267950
510,ketchikan,55.3422,-131.6461,41.47,81,100,17.27,US,1731267951
511,panadura,6.7132,79.9026,76.69,86,97,11.5,LK,1731267952
512,tarifa,36.0139,-5.607,67.98,77,65,6.8,ES,1731267953
513,prince rupert,54.3161,-130.3201,44.69,78,100,35.68,CA,1731267954
514,monrovia,6.3005,-10.7969,79.72,83,16,9.1,LR,1731267955
515,wynyard,-41.0,145.7167,42.42,97,20,4.97,AU,1731267956
516,assab,13.0092,42.7394,82.29,70,0,22.88,ER,1731267957
517,petropavlivka,48.4564,36.4367,39.24,79,1,6.51,UA,1731267958
518,puerto real,36.5282,-6.1901,67.24,59,0,6.91,ES,1731267959
519,isiro,2.7739,27.616,66.09,99,100,1.39,CD,1731267961
520,bubaque,11.2833,-15.8333,85.51,59,0,5.93,GW,1731267962
521,codrington,-38.2667,141.9667,45.03,93,5,7.23,AU,1731267963
522,verkhnevilyuysk,63.4453,120.3167,10.27,95,100,5.32,RU,1731267965
523,yekaterinoslavka,50.3734,129.1139,20.19,72,0,10.54,RU,1731267966
524,regina,50.4501,-104.6178,39.31,90,100,20.71,CA,1731267804
525,felipe carrillo puerto,19.5833,-88.05,80.24,93,90,3.51,MX,1731267968
526,broome,42.2506,-75.833,53.98,57,75,10.0,US,1731267969
527,adrar,20.5022,-10.0711,77.09,14,1,9.17,MR,1731267970
528,nguigmi,14.2495,13.1092,77.59,25,100,8.93,NE,1731267971
529,puerto el triunfo,13.2833,-88.55,82.99,73,100,7.58,SV,1731267972
530,gadani,25.1185,66.7299,80.92,72,0,9.48,PK,1731267973
531,karlskoga,59.3267,14.5239,43.18,72,100,5.1,SE,1731267974
532,puerto colombia,10.9878,-74.9547,84.29,81,42,13.85,CO,1731267975
533,palmer,42.1584,-72.3287,57.54,37,75,18.41,US,1731267976
534,gornozavodsk,58.3758,58.3211,19.0,93,100,7.9,RU,1731267978
535,mrakovo,52.7161,56.6244,13.33,97,7,5.03,RU,1731267785
536,yemva,62.59,50.8594,23.63,92,33,5.73,RU,1731267980
537,corumba,-19.0092,-57.6533,96.71,30,0,4.61,BR,1731267876
538,port saint john's,-31.6229,29.5448,64.65,92,100,0.92,ZA,1731267692
539,gornyatskiy,48.2915,40.9575,40.26,87,70,5.08,RU,1731267983
540,mahdia,35.5047,11.0622,68.65,69,99,2.95,TN,1731267984
541,malpe,13.35,74.7167,75.29,83,100,3.56,IN,1731267985
542,pangody,65.85,74.4859,13.82,93,100,22.41,RU,1731267986
543,baruun-urt,46.6806,113.2792,30.42,59,70,11.83,MN,1731267987
544,alchevs'k,48.4689,38.8167,37.69,92,10,3.74,UA,1731267988
545,south grafton,-29.7,152.95,68.47,96,100,0.81,AU,1731267989
546,kismayo,-0.3582,42.5454,79.74,84,98,9.91,SO,1731267990
547,hit,33.6416,42.8251,68.76,49,99,3.29,IQ,1731267991
548,nova sintra,14.8667,-24.7167,80.28,74,87,16.28,CV,1731267992
549,sadovoye,47.7764,44.5089,42.12,86,68,5.68,RU,1731267993
550,vodnyy,63.5046,53.4095,20.21,91,23,7.36,RU,1731267994
551,adi keyh,14.8444,39.3772,60.98,67,6,2.55,ER,1731267995
552,tralee,52.2704,-9.7026,46.35,92,81,2.17,IE,1731267996
553,cabo san lucas,22.8909,-109.9124,82.76,58,0,4.61,MX,1731267824
554,maragogi,-9.0122,-35.2225,78.78,73,9,13.06,BR,1731267999
555,maintirano,-18.0667,44.0167,79.54,75,0,6.98,MG,1731268000
556,awjilah,29.1081,21.2869,65.86,48,25,4.52,LY,1731268001
557,tamandare,-8.7597,-35.1047,78.82,72,8,12.28,BR,1731268002
558,karlskrona,56.1616,15.5866,43.25,75,95,9.22,SE,1731268003
559,antsiranana,-12.2787,49.2917,78.39,83,59,11.56,MG,1731268004
560,sibay,52.7181,58.6658,18.7,87,0,5.73,RU,1731268005
561,vitez,44.1544,17.7903,36.21,77,6,2.55,BA,1731268006
562,trelew,-43.249,-65.3051,71.87,12,20,10.36,AR,1731267723
563,okha,53.5739,142.9478,33.33,97,100,29.55,RU,1731268008
564,cookeville,36.1628,-85.5016,69.51,74,75,10.36,US,1731267862
565,raychikhinsk,49.7838,129.4121,21.96,61,0,11.41,RU,1731268010
566,revda,56.801,59.9303,18.07,90,100,10.38,RU,1731268011
567,iisalmi,63.5592,27.1907,30.74,87,100,3.8,FI,1731268012
568,lerwick,60.1545,-1.1494,49.32,76,99,17.81,GB,1731268013
569,norrtalje,59.758,18.705,43.02,86,100,4.27,SE,1731268014
570,torghay,49.6339,63.4981,34.29,94,100,14.54,KZ,1731268015
571,shindand,33.3029,62.1474,54.14,45,0,4.83,AF,1731268016
572,alotau,-10.3069,150.4462,76.03,95,100,3.18,PG,1731268017
